site_name	site_code	country_code	country	site_area_ha	area_of_study_ha	dead_wood_sampling_method	latidute_n_new	longitude_e_new	altitude_m	altitude_average_m	altitude_strm	annual_precipitation_diff_sources_mm	precipitation_of_warmest_quarter_bio18	precipitation_in_vegetation_period	annual_precipitation_bio12_mm	annual_evaporation_mm	water_balance_prec_evap	snow_cover_modis_myd10v5	mean_temperature_of_the_warmst_month	max_temp_of_warmest_month_bio5	mean_temperature_of_the_coldest_month	min_temp_of_coldest_month_bio6	temp_annual_range_bio7	mean_annual_temperature	mean_temperature_in_vegetation_period	mean_temperature_of_warmest_quarter_bio10	annual_mean_temp_bio1	soil_type_fao85_lev1_eu_soil_atlas	ellenberg_quotient_q	lang_quotient_based_on_world_clim	corine_2006	main_tree_species_only_tree_species_with_more_than_10_m3_living_volume	forest_type_bear	beech_proportion	deciduous_proportion_minus_beech	conifer_proportion	eunis_only_dominating_forest_type	forest_type_natura_2000_eu_habitat_directive	natural_disturbance_wind	natural_disturbance_snow	natural_disturbance_waterlogging	natural_disturbance_drought	natural_disturbance_insects	natural_disturbance_fungi	reserve_established_year	reserve_age	reserve_classification	virgin_forest	former_coppice	former_high_forest	former_wood_pasture	living_tree_volume_m3_ha_1_total	living_tree_volume_m3_ha_1_fagus	living_tree_volume_m3_ha_1_quercus	living_tree_volume_m3_ha_1_fraxinus	living_tree_volume_m3_ha_1_acer	living_tree_volume_m3_ha_1_other_decideuous	living_tree_volume_m3_ha_1_abies	living_tree_volume_m3_ha_1_picea	living_tree_volume_m3_ha_1_other_coniferous	living_tree_volume_m3_ha_1_minimum_dbh_recorded_cm	living_tree_volume_m3_ha_1_year_recorded	snag_standing_dead_trees_volume_m3_ha_1_total	snag_standing_dead_trees_volume_m3_ha_1_fagus	snag_standing_dead_trees_volume_m3_ha_1_quercus	snag_standing_dead_trees_volume_m3_ha_1_fraxinus	snag_standing_dead_trees_volume_m3_ha_1_acer	snag_standing_dead_trees_volume_m3_ha_1_other_decideuous	snag_standing_dead_trees_volume_m3_ha_1_abies	snag_standing_dead_trees_volume_m3_ha_1_picea	snag_standing_dead_trees_volume_m3_ha_1_other_coniferous	snag_standing_dead_trees_volume_m3_ha_1_minimum_dbh_recorded_cm	snag_standing_dead_trees_volume_m3_ha_1_year_recorded	fallen_log_volume_m3_ha_1_total	fallen_log_volume_m3_ha_1_fagus	fallen_log_volume_m3_ha_1_quercus	fallen_log_volume_m3_ha_1_fraxinus	fallen_log_volume_m3_ha_1_acer	fallen_log_volume_m3_ha_1_other_decideuous	fallen_log_volume_m3_ha_1_abies	fallen_log_volume_m3_ha_1_picea	fallen_log_volume_m3_ha_1_other_coniferous	fallen_log_volume_m3_ha_1_minimum_dbh_recorded_cm	fallen_log_volume_m3_ha_1_year_recorded	total_dead_volume_m3_ha_1_total	total_dead_volume_m3_ha_1_fagus	total_dead_volume_m3_ha_1_quercus	total_dead_volume_m3_ha_1_fraxinus	total_dead_volume_m3_ha_1_acer	total_dead_volume_m3_ha_1_other_decideuous	total_dead_volume_m3_ha_1_abies	total_dead_volume_m3_ha_1_picea	total_dead_volume_m3_ha_1_other_coniferous	dead_living_volume_percent	snag_log_ratio_percent	no_of_sampled_trees	decay_stages_of_cwd4	beech_boys_average_dbh	beech_boys_average_dc	beech_boys_average_moss_cover	beech_boys_average_bark_cover	beech_boys_average_soil_contact	beech_boys_number_of_logs	beech_boys_number_of_species	beech_boys_chao2_estimated_species_richness_based_on_n_20	beech_boys_number_of_fungi_per_log	vegetation_nerea	utmy	utmx	ut_mzone	connectivity_1_km	connectivity_10_km	connectivity_100_km	beech_boys_region
Feldseewald	DE_Feld	DE	Germany	102.6	101.9	SP	NA	NA	995-1348	1200	NA	1636	NA	604	1625	237	1388	32.8	10.5	16	-4	-5.5	21.5	5.3	11.5	NA	4.5	B	6.4	361	24	"Pi, Fa, Ab, Ac"	F5b	0.31	0.06	0.63	NA	NA	NA	NA	NA	NA	NA	NA	1973	41	0	NA	NA	H	NA	423	130	0	0	23	2	25	243	0	7	1992	38	1	0	0	7	0	1	29	0	7	1992	22	5	0	0	1	0	0	16	0	7	1992	60	6	0	0	8	0	1	45	0	0.14	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Franzhorn	DE_Franz	DE	Germany	41.8	1	PP	NA	NA	15-41	28	NA	777	NA	359	766	395	371	5	17	21.1	1.1	-2.6	23.7	8.6	14.7	NA	8.3	B	24.6	92	23	"Qu,Fa, Ca, Al"	F5a	1	0	0	G1.61	9110	W	NA	NA	NA	NA	NA	1972	42	0	NA	NA	H	NA	584	584	0	0	0	0	0	0	0	7	1997	4	4	0	0	0	0	0	0	0	7	1997	15	13	1	0	0	0	0	0	0	7	1997	19	18	1	0	0	0	0	0	0	0.03	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Franzosenbusch	NA	DE	Germany	17	NA	NA	NA	NA	101-107	104	NA	774	NA	366	NA	NA	0	NA	NA	NA	NA	NA	NA	10.3	17	NA	NA	NA	NA	NA	NA	"Pn, Fa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1970	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gitschger	DE_Gits	DE	Germany	75.4	1	PP	NA	NA	620-685	650	NA	900	NA	NA	NA	NA	0	NA	15.1	NA	-3.9	NA	NA	5.5	NA	NA	NA	NA	16.8	NA	NA	Fa	F5a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1978	36	0	NA	NA	NA	NA	640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	135	NA	NA	NA	NA	NA	NA	NA	NA	0.21	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Grosser Staufenburg	DE_Stauf	DE	Germany	49.7	1.5	PP	NA	NA	400-554	477	NA	1056	NA	452	826	424	402	12.4	12	20.3	-4.2	-4.1	24.4	6.3	13.6	NA	7.1	B	10.9	116	23	"Fa, Ac, Fr"	F5a	0.8	0.18	0.02	G1.63	9130	W	NA	NA	NA	NA	NA	1972	42	0	NA	NA	H	NA	545	435	0	24	48	27	0	5	7	7	1999	4	3	0	0	1	1	0	0	0	7	1999	23	10	0	2	3	5	0	3	0	7	1999	27	12	0	2	4	6	0	3	0	0.05	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Grubenhau	DE_Grube	DE	Germany	15.8	15.8	SP	NA	NA	525-540	533	NA	703	NA	NA	771	440	331	8.9	15	22.5	-5	-4.1	26.5	5.5	NA	NA	7.9	E	21.3	98	23	"Fa, Qu"	F5a	0.78	0.22	0	NA	NA	NA	NA	NA	NA	NA	NA	1970	44	0	NA	NA	NA	NA	604	469	115	0	0	17	0	0	0	7	1997	21	6	14	0	0	1	0	0	0	7	1997	46	23	16	0	0	7	0	0	0	7	1997	67	29	30	0	0	8	0	0	0	0.11	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Grumsin	NA	DE	Germany	NA	NA	NA	52.9915531	13.85869063	NA	NA	NA	NA	NA	NA	570	409	161	6.7	NA	22.9	NA	-4	26.9	NA	NA	NA	8.4	Q	NA	68	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hainich	DE_Hain	DE	Germany	28	0.3	SP	NA	NA	425-455	440	NA	700	NA	NA	736	343	393	10	15.6	21	-1.6	-4.3	25.3	6.5	NA	NA	7.1	B	22.3	104	23	"Fa, Fr, Ac, Ca"	F5a	0.65	0.35	0	G1.63	9130	W	NA	NA	NA	NA	NA	1990	24	0	NA	C	H	NA	567	371	0	114	48	33	0	0	0	NA	NA	22	NA	NA	NA	NA	NA	NA	NA	NA	7	1999	41	NA	NA	NA	NA	NA	NA	NA	NA	7	2001	62	29	0	11	0	22	0	0	0	0.11	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.93	2.74	1.71	NA
Heillige Hallen	DE_Heil	DE	Germany	39.2	25	SP	NA	NA	120-140	130	146	589	NA	289	597	415	182	9.4	17.2	21.5	-0.6	-3.7	25.2	7.9	14.8	NA	7.8	Q	30.2	77	23	Fa	F5a	1	0	0	G1.63	9130	W	NA	NA	NA	I	FALSE	1938	76	1	NA	NA	H	P	506	505	0	0	0	1	0	0	0	7	1999	72	72	0	0	0	0	0	0	0	7	1999	170	170	0	0	0	0	0	0	0	15	1999	242	242	0	0	0	0	0	0	0	0.48	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	1.63	0.69	NA
Hoher Knuck	DE_Knuck	DE	Germany	109.2	1	PP	49.92797324	9.459636739	ca. 500	500	NA	913	NA	375	746	295	451	9	15.7	23	-3.2	-3.5	26.5	8.1	14.6	NA	8.5	B	24.6	88	23	Fa	F5a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1978	36	0	NA	NA	NA	NA	576	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	95	NA	NA	NA	NA	NA	NA	NA	NA	0.16	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hoxfels	DE_Hoxf	DE	Germany	55	55	SP	NA	NA	230-413	322	NA	842	NA	NA	733	303	430	4.9	17.3	23.4	-0.1	-1.8	25.2	9	NA	NA	9.4	B	20.5	78	25	"Fa, Fr, Qu, Ac, Pi"	F5a	0.58	0.36	0.06	G1.63	9130	NA	NA	NA	NA	NA	NA	1972	42	0	NA	C	H	NA	360	207	36	37	32	25	4	16	2	NA	2000	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	2000	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	2000	55	NA	NA	NA	NA	NA	NA	NA	NA	0.15	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hoxfels	NA	DE	Germany	55	NA	NA	NA	NA	230-413	NA	NA	NA	NA	NA	733	303	430	4.9	NA	23.4	NA	-1.8	25.2	NA	NA	NA	9.4	B	NA	78	25	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	297	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	?	1986	5	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hoxfels	NA	DE	Germany	55	NA	NA	NA	NA	230-413	NA	NA	NA	NA	NA	733	303	430	4.9	NA	23.4	NA	-1.8	25.2	NA	NA	NA	9.4	B	NA	78	25	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	360	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	45	NA	NA	NA	NA	NA	NA	NA	NA	?	2000	10	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hünstollen	DE_Hun	DE	Germany	55.5	1	PP	NA	NA	370-423	395	NA	740	NA	345	806	490	316	8.5	14.5	20.8	-1.7	-3.8	NA	8	14.4	NA	7.5	B	21.3	107	23	"Fa, Fr, Ac, Ti"	F5a	0.86	0.14	0	G1.63	9130	W	NA	NA	NA	NA	NA	1972	42	0	NA	NA	H	NA	576	495	0	57	23	1	0	0	0	7	1996	5	3	0	1	2	0	0	0	0	7	1996	16	11	0	1	1	2	0	0	0	7	1996	21	14	0	2	3	2	0	0	0	0.04	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hünstollen	NA	DE	Germany	55.5	NA	NA	NA	NA	370-420	NA	NA	NA	NA	NA	806	490	316	8.5	14.5	20.8	-1.7	-3.8	NA	8	14.4	NA	7.5	B	NA	107	23	"Fa, Fr, Ac"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	576	NA	NA	NA	NA	NA	NA	NA	NA	7 cm	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	7 cm	1996	16	NA	NA	NA	NA	NA	NA	NA	NA	7 cm	NA	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hüttenhänge	NA	DE	Germany	NA	NA	NA	NA	NA	NA	NA	NA	868	NA	408	866	350	516	16.8	NA	20.1	NA	-6.8	26.9	6.5	13.5	NA	5.7	B	NA	152	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hölbachschwelle	NA	DE	Germany	NA	NA	NA	49.08717076	13.29669025	NA	NA	1085	NA	NA	NA	1145	366	779	24.5	NA	18.3	NA	-8.4	26.7	NA	NA	NA	4.2	B	NA	273	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59	3.1	0.49	0.58	0.68	20	59	NA	8.9	NA	NA	NA	NA	6.94	2.65	1.34	NA
Jasmund	NA	DE	Germany	NA	NA	NA	NA	NA	NA	NA	122	NA	NA	NA	581	386	195	2.9	NA	20.3	NA	-3	23.3	NA	NA	NA	7.7	L	NA	75	23	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.42	1.27	0.56	NA
Kalkberg	DE_Kalk	DE	Germany	23.8	23.8	SP	NA	NA	ca. 600	600	NA	824	NA	337	889	292	597	16.9	15.2	22.1	-3.7	-5.2	27.3	7.9	14.6	NA	7.1	B	23.8	125	23	Fa	F5a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1978	36	0	NA	NA	NA	NA	681	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	37	NA	NA	NA	NA	NA	NA	NA	NA	0.05	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kartoffelacker	NA	DE	Germany	16	NA	NA	NA	NA	102-104	103	NA	774	NA	366	675	428	247	5.2	NA	24.7	NA	-1.6	26.3	10.3	17	NA	10.3	B	NA	66	24	"Pn, Fa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1970	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kohltal	NA	DE	Germany	NA	NA	NA	NA	NA	NA	NA	NA	826	NA	428	937	458	479	13.6	NA	22.1	NA	-4.2	26.3	7.3	13.9	NA	7.7	B	NA	122	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Krebswiese	NA	DE	Germany	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	927	462	465	13.7	NA	21.8	NA	-4.8	26.6	NA	NA	NA	7.4	B	NA	125	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Königsbuche	DE_Konig	DE	Germany	26.5	1	PP	NA	NA	200-250	225	NA	780	NA	NA	753	426	327	7.9	14	21.3	-2.2	-3.6	24.9	6.3	NA	NA	7.8	B	17.9	97	23	"Fa, Qu, Pi"	F5a	0.88	0.07	0.05	G1.63	9130	W	NA	NA	NA	NA	NA	1972	42	0	NA	NA	H	NA	611	541	43	0	0	0	0	14	13	7	1996	17	9	5	0	0	0	0	3	0	7	1996	60	46	6	0	0	8	0	1	0	7	1996	77	55	11	0	0	8	0	4	0	0.13	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Limker Strang	DE_Linke	DE	Germany	20	3	PP	NA	NA	400	400	NA	1029	NA	438	915	285	630	14.7	13	20.2	-3.2	-3.6	23.8	7.3	13.3	NA	7.2	B	14.4	127	23	"Fa, Qu, Pi"	F5a	1	0	0	G1.61	9110	W	NA	NA	NA	NA	FALSE	1972	42	0	NA	NA	H	NA	496	496	0	0	0	0	0	0	0	7	1999	7	7	0	0	0	0	0	0	0	7	1999	17	17	0	0	0	0	0	0	0	7	1999	25	25	0	0	0	0	0	0	0	0.05	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lohn	DE_Lohn	DE	Germany	37.1	1	PP	NA	NA	60-72	65	NA	657	NA	307	657	386	271	4.4	16.9	22.6	1.2	-3.1	25.7	8.5	15	NA	8.3	L	27.1	79	NA	"Fa, Qu, Pi"	F5a	0.98	0.02	0	G1.63	9130	W	NA	NA	NA	NA	NA	1974	40	0	NA	NA	H	NA	458	451	7	0	0	0	0	0	0	7	1996	1	1	0	0	0	0	0	0	0	7	1996	40	36	4	0	0	0	0	0	0	7	1996	41	36	5	0	0	0	0	0	0	0.09	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ludwigshain	NA	DE	Germany	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lüssberg	DE_Luss	DE	Germany	29.1	1	PP	NA	NA	109-116	112	NA	761	NA	346	692	347	345	13.1	16.9	22.4	1.2	-3	25.4	8.4	14.7	NA	8.3	P	27.1	83	NA	"Fa, Qu"	F5a	0.57	0.41	0.02	G1.61	9110	W	NA	NA	NA	NA	FALSE	1972	42	0	NA	NA	H	NA	335	192	137	0	0	0	0	6	0	7	1997	2	2	0	0	0	0	0	0	0	7	1997	7	3	3	0	0	1	0	1	0	7	1997	9	5	3	0	0	1	0	1	0	0.03	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mittelsteighütte	NA	DE	Germany	NA	NA	NA	49.09854485	13.2472362	NA	850	725	NA	NA	NA	970	366	604	28.7	NA	20.9	NA	-7.2	27.9	NA	NA	NA	5.8	B	NA	167	*23/25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69	3	0.58	0.54	0.74	22	81	112	12.8	NA	NA	NA	NA	6.93	2.67	1.34	NA
Napf	DE_Napf	DE	Germany	177	139.6	SP	NA	NA	948-1367	1200	NA	1569	NA	641	1462	238	1224	27.5	13	17.5	-2.1	-5	22.5	6.9	13	NA	5.4	B	7.5	271	25	"Pi, Fa, Ab"	F5b	0.17	0.05	0.78	G1.61	9110	W	NA	NA	NA	I	NA	1970	44	0	NA	NA	H	NA	483	84	0	0	23	1	51	324	0	7	1996	80	1	0	0	1	1	6	73	0	7	1994	31	3	0	0	1	1	3	24	0	7	1994	111	4	0	0	2	1	9	97	0	0.23	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niddahänge	DE_Nidd1	DE	Germany	19.8	19.8	SP	NA	NA	517-700	609	NA	1175	NA	454	911	499	412	17.2	16	20.8	-2	-4.6	25.4	6.7	13.2	NA	7	B	16	130	23	"Fa, Ac, Fr"	F5a	0.85	0.15	0	G1.63	9130	NA	NA	NA	NA	NA	NA	1954	60	0	NA	NA	H	NA	542	460	0	40	41	0	0	1	0	7	1988	4	3	0	0	0	1	0	0	0	20	1988	32	31	0	0	0	1	0	0	0	20	1988	36	34	0	0	0	2	0	0	0	0.07	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niddahänge	DE_Nidd2	DE	Germany	20.8	20.8	SP	NA	NA	517-700	609	NA	1175	NA	454	911	499	412	17.2	16	20.8	-2	-4.6	25.4	6.7	13.2	NA	7	B	16	130	23	"Fa, Fr, Ac, Pi"	F5a	0.84	0.1	0.07	G1.63	9130	NA	NA	NA	NA	NA	NA	1954	60	0	NA	NA	H	NA	599	502	0	36	20	2	0	18	22	7	1988	4	2	0	0	0	1	0	1	0	20	1988	26	18	0	2	0	1	0	4	0	20	1988	30	20	0	3	0	2	0	5	0	0.05	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niddahänge I	NA	DE	Germany	19.8	NA	NA	NA	NA	517-700	NA	NA	1175	NA	454	911	499	412	17.2	NA	20.8	NA	-4.6	25.4	6.7	13.2	NA	7	B	NA	130	23	"Fa, Ac, Fr"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	542	NA	NA	NA	NA	NA	NA	NA	NA	>7 cm	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	>20 cm	1988	32	NA	NA	NA	NA	NA	NA	NA	NA	>20 cm	NA	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niddahänge II	NA	DE	Germany	20.8	NA	NA	NA	NA	517-700	NA	NA	1175	NA	454	911	499	412	17.2	NA	20.8	NA	-4.6	25.4	6.7	13.2	NA	7	B	NA	130	23	"Fa, Fr, Ac"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	599	NA	NA	NA	NA	NA	NA	NA	NA	>7 cm	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	>20 cm	1988	26	NA	NA	NA	NA	NA	NA	NA	NA	>20 cm	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pfannenberg	DE_Pfan	DE	Germany	72.2	14.5	SP	NA	NA	553-766	650	NA	1067	NA	524	900	447	453	10.2	16.2	21.2	-1.5	-4.6	25.8	7.1	13.5	NA	7.3	E	15.2	123	23	"Fa, Fr, Ac, Ps, Ul, Ab"	F5a	0.61	0.31	0.08	G1.63	9130	NA	NA	NA	NA	NA	NA	1986	28	0	NA	NA	NA	NA	469	286	0	74	47	24	12	0	26	7	1994	17	3	0	2	0	8	4	0	0	7	1994	50	15	0	12	0	7	6	0	0	7	1994	67	18	0	14	0	15	10	0	0	0.14	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Platte	NA	DE	Germany	33.9	NA	NA	NA	NA	430-470	450	NA	767	NA	388	751	439	312	11.8	NA	22.5	NA	-5	27.5	7.6	14.6	NA	7.6	B	NA	99	23	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1978	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
